customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
BS13062,Arizona,Female,High School or Below,2575527.82,-1.2902789187598303,81.0,2,Personal Auto,Four-Door Car,388.8
FO35655,Oregon,Male,Bachelor,867222.97,-1.2902789187598303,245.0,0,Corporate Auto,Luxury,2345.413441
HR10526,California,Male,Master,804473.07,0.16497343488250024,67.0,0,Personal Auto,Four-Door Car,321.6
IA63417,Arizona,Female,High School or Below,400151.91,-0.6407346484585537,108.0,0,Personal Auto,Two-Door Car,773.470977
BH35016,Nevada,Female,Bachelor,1670611.7,0.8089685705320271,70.0,0,Personal Auto,Two-Door Car,424.883448
PK52952,Arizona,Male,Doctor,854441.11,-0.3635405968013209,109.0,0,Personal Auto,SUV,523.2
OD76309,Washington,Female,College,780531.29,-0.5983445133377899,106.0,1,Personal Auto,SUV,508.8
IL28481,Oregon,Male,Bachelor,611275.69,0.7863123402970721,77.0,0,Personal Auto,Four-Door Car,364.240307
GY55092,Nevada,Male,High School or Below,477294.38,-0.6009713226403934,133.0,0,Personal Auto,SUV,638.4
UF33451,Oregon,Female,Bachelor,1097909.56,1.8233766529649278,135.0,0,Personal Auto,SUV,354.729129
CF15558,California,Female,Master,500426.38,-0.004422930019141978,63.0,1,Personal Auto,Two-Door Car,283.995953
JM62924,Washington,Male,Bachelor,1322304.38,-0.05784566421084035,84.0,2,Personal Auto,Four-Door Car,403.2
EM66435,Oregon,Female,Bachelor,262331.54,1.3434257582629887,65.0,0,Corporate Auto,Four-Door Car,20.543176
QX45933,California,Male,Bachelor,1784019.56,-1.2902789187598303,62.0,0,Personal Auto,Four-Door Car,385.115437
JI71369,California,Female,College,510611.18,-0.3016135674924437,64.0,0,Personal Auto,Four-Door Car,140.165035
JU93290,Arizona,Female,College,1793060.45,-0.5774942144983748,68.0,0,Personal Auto,Four-Door Car,326.4
GU66096,Arizona,Male,High School or Below,545734.26,1.8202244818018036,67.0,0,Personal Auto,Four-Door Car,321.6
UC33108,California,Male,Bachelor,656364.41,-0.2272420291124826,83.0,0,Personal Auto,Four-Door Car,398.4
LW93867,Oregon,Male,College,481252.52,-0.7474816114931028,63.0,0,Corporate Auto,Four-Door Car,102.879769
OU78470,Arizona,Female,Master,2932804.19,-0.23935818702074116,94.0,0,Corporate Auto,Four-Door Car,56.868289
XW90265,Arizona,Female,Bachelor,577352.07,1.3915620387331975,72.0,0,Personal Auto,Two-Door Car,463.158502
HS67749,California,Male,College,684711.89,1.042262071719499,86.0,0,Corporate Auto,Four-Door Car,205.444066
VZ51506,Arizona,Female,High School or Below,359531.29,-1.2902789187598303,103.0,0,Corporate Auto,Luxury,741.6
UI64281,Nevada,Female,Master,2285561.21,-0.6062577763618829,65.0,0,Personal Auto,Two-Door Car,56.371967
AE98193,Washington,Male,High School or Below,785941.46,-1.2902789187598303,113.0,0,Personal Auto,SUV,813.6
AZ74055,Oregon,Male,High School or Below,411557.74,0.43044535002686496,103.0,0,Personal Auto,Four-Door Car,494.4
XS76911,Arizona,Female,High School or Below,502963.88,-1.2902789187598303,133.0,0,Personal Auto,Luxury,795.864079
AY40674,Washington,Female,Bachelor,482141.85,-0.41742302262097486,1005.0,4,Personal Auto,SUV,614.4
NA12740,Oregon,Male,Master,500431.05,-0.45344314518292517,65.0,0,Special Auto,Two-Door Car,72.438681
UA84837,Arizona,Male,College,863005.39,-0.5001018454204196,111.0,0,Corporate Auto,Four-Door Car,532.8
DJ51510,Arizona,Female,High School or Below,932208.51,1.0224624966011253,116.0,0,Personal Auto,Four-Door Car,67.881546
VM58985,California,Male,College,1672756.06,-1.2902789187598303,76.0,2,Personal Auto,Two-Door Car,402.636829
OH60605,Oregon,Female,High School or Below,365253.24,0.012585660215215585,92.0,0,Personal Auto,Two-Door Car,641.388616
UO98052,Nevada,Male,College,615860.12,-1.2902789187598303,89.0,0,Personal Auto,Four-Door Car,342.481173
NC53424,California,Male,Bachelor,437608.4,-1.2902789187598303,69.0,4,Personal Auto,Two-Door Car,331.2
LQ13873,Nevada,Male,High School or Below,556945.62,0.46853408491461546,71.0,1,Personal Auto,Four-Door Car,340.8
LA97014,Washington,Male,Bachelor,257651.3,-0.05653225955953861,66.0,1,Personal Auto,Two-Door Car,412.101933
NB79936,Washington,Male,Bachelor,834698.32,0.29431095791943934,108.0,0,Personal Auto,Two-Door Car,73.700573
NT89061,Arizona,Female,High School or Below,632392.39,1.2883284331408806,78.0,0,Personal Auto,Four-Door Car,374.4
AF10970,Arizona,Female,Bachelor,597314.34,1.8672443683184061,73.0,0,Corporate Auto,Four-Door Car,350.4
ZG48513,California,Male,Bachelor,470667.7,-1.2902789187598303,72.0,0,Personal Auto,Four-Door Car,345.6
JQ59145,California,Male,High School or Below,809341.03,-1.2902789187598303,114.0,1,Personal Auto,Luxury,722.024742
FE84989,Washington,Male,College,503574.46,1.0959146517251752,63.0,0,Personal Auto,Four-Door Car,259.361117
JT52858,Oregon,Female,Bachelor,902786.72,1.9604632634445471,112.0,1,Personal Auto,Four-Door Car,537.6
MC62068,California,Male,High School or Below,728888.48,1.3199158150046875,91.0,0,Personal Auto,Four-Door Car,396.295614
EU27538,Oregon,Male,Master,1804247.94,-0.11793392700789507,225.0,0,Personal Auto,Luxury,358.281562
RH42306,Arizona,Female,Bachelor,499206.3,-1.2902789187598303,71.0,0,Corporate Auto,Four-Door Car,653.388564
US23612,Oregon,Female,High School or Below,910226.78,-0.43495697471585315,118.0,0,Personal Auto,Two-Door Car,121.032372
WV76014,Arizona,Male,Doctor,254040.77,1.0122836105535369,64.0,0,Special Auto,Four-Door Car,92.813396
RK96223,California,Male,College,1294189.19,0.42926328584069334,110.0,1,Personal Auto,SUV,528.0
MF82000,Washington,Female,Bachelor,236534.86,-1.2902789187598303,66.0,2,Special Auto,Four-Door Car,159.636956
FM46980,Arizona,Male,College,572076.51,0.08124388836201417,72.0,0,Personal Auto,Four-Door Car,476.156957
SY56792,Oregon,Male,High School or Below,703553.41,-1.2902789187598303,101.0,0,Corporate Auto,Four-Door Car,727.2
RF61565,California,Male,College,263697.77,-0.2424775230675828,67.0,0,Personal Auto,Four-Door Car,321.6
IM94808,Nevada,Male,Bachelor,539583.2,1.0098538119486287,68.0,0,Corporate Auto,Four-Door Car,42.078345
VI14730,Oregon,Male,High School or Below,838263.01,-0.6439853249705254,117.0,1,Personal Auto,Luxury,561.6
YR34119,Washington,Female,College,3116174.52,-0.27514846376871366,112.0,0,Personal Auto,SUV,200.11606
RR77985,Oregon,Female,Bachelor,288774.23,-1.2902789187598303,80.0,0,Personal Auto,Four-Door Car,676.944023
QD28391,Washington,Male,College,742584.53,1.4777870540911568,62.0,0,Personal Auto,Four-Door Car,76.609295
WV17090,California,Male,Bachelor,2558572.78,-1.2902789187598303,116.0,0,Corporate Auto,SUV,830.623064
TM23514,Oregon,Male,College,1027260.82,0.6845891500537521,132.0,0,Personal Auto,SUV,580.473259
MQ68407,Oregon,Female,Bachelor,437636.36,0.8037477870431027,111.0,0,Personal Auto,Four-Door Car,60.036683
GJ59592,California,Female,Bachelor,531889.66,-0.4650011061143805,67.0,0,Corporate Auto,Four-Door Car,321.6
FY56083,Oregon,Male,Bachelor,471976.22,-0.07350801467761363,61.0,1,Personal Auto,Four-Door Car,47.53101
UA94723,Oregon,Female,High School or Below,442803.16,0.6331036877227237,110.0,0,Personal Auto,SUV,303.872752
FW91032,California,Male,High School or Below,587917.61,1.528845659910512,73.0,0,Corporate Auto,Four-Door Car,100.620067
DE34457,Oregon,Female,Doctor,941690.85,1.02794596102031,116.0,0,Personal Auto,SUV,481.339891
HD32044,Oregon,Female,Master,828815.56,-0.1799266265493373,106.0,2,Corporate Auto,Four-Door Car,508.8
HH30454,Oregon,Male,Bachelor,3265483.83,-1.2902789187598303,153.0,0,Personal Auto,SUV,1101.6
AH84063,Oregon,Female,College,471945.01,1.6531265750399395,121.0,4,Corporate Auto,SUV,86.320022
QA17596,California,Female,Bachelor,390347.48,0.6820608460999963,98.0,0,Personal Auto,Two-Door Car,470.4
XI41052,California,Female,Bachelor,545725.97,0.3529216404837796,139.0,0,Personal Auto,SUV,667.2
DI30528,California,Female,Master,272535.64,-0.08687190700460885,69.0,1,Personal Auto,Four-Door Car,56.60333
SC66359,Arizona,Female,College,443397.37,0.3729182262998486,110.0,0,Corporate Auto,SUV,262.865172
EN61670,Arizona,Female,Doctor,533246.27,0.9730784817121798,66.0,0,Personal Auto,Four-Door Car,309.577946
DQ10761,Oregon,Male,Bachelor,231509.5,-1.2902789187598303,73.0,1,Corporate Auto,Four-Door Car,350.4
BQ51587,California,Female,College,541195.37,-1.2902789187598303,73.0,0,Personal Auto,Four-Door Car,365.364581
JE21522,California,Male,Bachelor,958733.23,-0.0009752428094749045,80.0,0,Personal Auto,Four-Door Car,384.0
WS47147,California,Male,College,2210350.72,-1.2902789187598303,102.0,0,Personal Auto,SUV,489.6
ZA64638,Nevada,Female,High School or Below,976494.53,-1.2902789187598303,98.0,1,Personal Auto,Four-Door Car,705.6
EW38459,Nevada,Female,Bachelor,256715.15,0.05149527301002971,65.0,0,Corporate Auto,Four-Door Car,9.51528
QW87316,Oregon,Female,College,265062.28,-0.008560154670742467,68.0,0,Personal Auto,Four-Door Car,244.564334
IC43478,California,Male,Bachelor,1126436.33,-0.1435781528245616,98.0,0,Personal Auto,Two-Door Car,639.105556
TE34064,California,Male,High School or Below,216852.35,-1.2902789187598303,63.0,0,Personal Auto,Four-Door Car,453.6
WU60905,California,Female,High School or Below,861066.75,-1.2902789187598303,111.0,0,Corporate Auto,SUV,532.8
YM18992,California,Female,College,283464.62,-0.48562155913981786,71.0,0,Personal Auto,Two-Door Car,511.2
PD55753,Oregon,Male,High School or Below,893013.97,-1.2902789187598303,82.0,0,Personal Auto,Four-Door Car,554.522969
KU56006,Arizona,Female,College,553638.7,0.42437085351459436,70.0,1,Personal Auto,Four-Door Car,336.0
MJ69973,Arizona,Male,High School or Below,284085.43,-1.2902789187598303,74.0,0,Personal Auto,Two-Door Car,402.449823
TW43626,California,Male,College,808288.1,0.4681728986355075,67.0,0,Personal Auto,Four-Door Car,327.020539
XX84133,California,Male,Bachelor,525473.43,-0.15825544980285855,67.0,1,Corporate Auto,Four-Door Car,5.3953
ZW84453,Arizona,Female,Bachelor,511623.76,-1.2902789187598303,70.0,0,Personal Auto,Four-Door Car,131.401291
HO29524,California,Male,College,303464.7,0.9492401872910532,76.0,0,Personal Auto,Two-Door Car,99.382943
VE89726,California,Female,High School or Below,802489.99,-1.2902789187598303,119.0,1,Personal Auto,SUV,856.8
GE87503,California,Male,High School or Below,1821114.32,0.4726384744499334,154.0,0,Personal Auto,SUV,739.2
PX90263,Oregon,Male,High School or Below,512156.33,-1.2902789187598303,72.0,0,Personal Auto,Four-Door Car,518.4
NI17718,California,Female,High School or Below,215017.86,-1.2902789187598303,61.0,0,Personal Auto,Four-Door Car,292.8
FY32213,California,Female,High School or Below,559538.99,1.1544268289406678,71.0,0,Personal Auto,Four-Door Car,340.8
RZ13254,Nevada,Female,Bachelor,756282.4,-1.2902789187598303,73.0,0,Personal Auto,Four-Door Car,350.4
GN45013,Oregon,Male,High School or Below,538585.32,-0.3162580293544582,71.0,0,Personal Auto,Four-Door Car,340.8
NM39588,Washington,Female,Doctor,267805.83,1.0886252559104506,66.0,0,Corporate Auto,Four-Door Car,84.218363
KU84464,Nevada,Female,Bachelor,942256.79,0.2619026981485688,79.0,3,Personal Auto,Four-Door Car,64.546877
YH43527,Oregon,Female,College,360586.03,-0.5815329338011276,92.0,0,Corporate Auto,Four-Door Car,441.6
RO30676,California,Female,College,776259.06,-0.5079166030956649,106.0,2,Personal Auto,Four-Door Car,37.910623
QL59704,Arizona,Female,College,2344490.05,1.0050927200876598,74.0,2,Corporate Auto,Four-Door Car,202.860399
QH19450,California,Female,High School or Below,255817.82,-1.2902789187598303,72.0,0,Corporate Auto,Four-Door Car,345.6
SA54664,Washington,Male,Master,265438.1,1.1131202526572281,66.0,1,Personal Auto,Four-Door Car,85.809817
CI38330,Washington,Male,Bachelor,254978.61,1.080974673816618,6464.0,0,Personal Auto,Four-Door Car,91.146661
WB38524,California,Male,High School or Below,296959.33,0.22443783047018664,74.0,0,Personal Auto,Two-Door Car,355.2
CE56187,Oregon,Female,Master,436312.46,0.49969461026674933,109.0,3,Personal Auto,SUV,286.234931
JL19416,California,Female,High School or Below,588430.86,-1.2902789187598303,161.0,0,Personal Auto,SUV,1159.2
JZ61422,Nevada,Female,College,527219.16,1.8838261020410905,66.0,0,Personal Auto,Four-Door Car,316.8
LA13377,California,Male,Doctor,550989.57,1.2997222184909232,69.0,1,Personal Auto,Four-Door Car,466.570791
NC99948,Nevada,Male,College,1631368.35,-1.2902789187598303,69.0,0,Personal Auto,Four-Door Car,331.2
QD34785,Arizona,Female,Bachelor,567805.02,-1.2902789187598303,76.0,0,Personal Auto,Four-Door Car,364.8
RO26085,California,Female,Bachelor,1210120.88,-1.2902789187598303,112.0,0,Personal Auto,Luxury,1252.406235
ES57969,Oregon,Male,Bachelor,245357.08,-0.31392673609839755,69.0,0,Personal Auto,Four-Door Car,331.2
JK55587,California,Male,High School or Below,507566.27,-0.5323787647261599,65.0,0,Special Auto,Four-Door Car,312.0
RN97635,Arizona,Male,Bachelor,321497.94,0.48229199863700123,80.0,0,Corporate Auto,Four-Door Car,421.484456
BI76326,California,Female,College,1227534.31,0.42157986863057817,156.0,0,Personal Auto,SUV,430.505942
JA34909,California,Female,College,272221.07,-0.7131689149778447,71.0,0,Corporate Auto,Four-Door Car,398.502948
OJ90342,Oregon,Female,Bachelor,245744.09,-0.32210268005275094,62.0,0,Personal Auto,Four-Door Car,7.646763
CM88932,Oregon,Female,Master,355484.53,0.6324469853970729,88.0,0,Corporate Auto,Four-Door Car,55.510526
JJ97525,California,Male,Bachelor,492954.97,-0.4486492182056738,63.0,0,Personal Auto,Two-Door Car,351.270869
XV21647,California,Female,High School or Below,803645.03,-1.2902789187598303,112.0,0,Personal Auto,Luxury,806.4
MC83487,Arizona,Male,Bachelor,427691.53,-0.6740294563690528,68.0,3,Corporate Auto,Four-Door Car,647.454583
BL90769,California,Female,Bachelor,3347334.95,-0.20048140934220957,106.0,0,Personal Auto,SUV,508.8
CR57148,Oregon,Female,Master,596058.14,0.28400073140672066,74.0,0,Personal Auto,Two-Door Car,128.43823
CP85232,Arizona,Male,College,4479546.94,0.639703546095515,126.0,0,Special Auto,SUV,302.033971
YL74732,California,Female,High School or Below,383211.81,-0.7914478321954286,100.0,0,Personal Auto,SUV,480.0
FG16766,California,Female,Bachelor,683793.26,0.41251737653659615,171.0,0,Personal Auto,SUV,1003.160633
NV55438,Nevada,Female,High School or Below,528526.82,-0.5212148251900951,72.0,0,Personal Auto,Two-Door Car,518.4
RM10880,California,Female,College,309651.12,-0.5809090665917592,79.0,0,Corporate Auto,Four-Door Car,379.2
GL56175,Arizona,Male,College,358971.07,1.313480132213309,90.0,0,Personal Auto,Four-Door Car,244.362072
UK52289,Arizona,Female,Bachelor,258240.85,1.2291923887160197,64.0,0,Special Auto,Four-Door Car,201.455005
OT85112,Washington,Male,College,340391.94,-0.027440346533205016,88.0,1,Personal Auto,Four-Door Car,91.55098
BC62782,Arizona,Female,College,1357567.6,0.3033406148971388,115.0,1,Personal Auto,SUV,552.0
TI19722,Washington,Male,Doctor,343613.43,-0.27839914028068546,88.0,0,Corporate Auto,Four-Door Car,91.834668
JP30654,Oregon,Female,College,2868582.79,0.2993347307106685,104.0,0,Personal Auto,SUV,707.430832
UM45563,Washington,Male,Bachelor,450267.97,0.9687114112466015,114.0,0,Personal Auto,SUV,92.915251
EN60878,Oregon,Male,Bachelor,618311.15,-0.5116926414681574,85.0,0,Personal Auto,Four-Door Car,376.126419
JF36291,California,Male,College,387364.7,-0.3662330763364895,105.0,0,Personal Auto,Luxury,701.708239
BK59444,California,Female,Master,1892933.06,1.0802851363746846,68.0,0,Personal Auto,Four-Door Car,152.184244
MK70700,California,Male,Master,555329.58,0.9489775063607928,69.0,0,Personal Auto,Four-Door Car,176.819414
IW71076,California,Male,Bachelor,501125.92,1.1804979112690075,63.0,0,Corporate Auto,Four-Door Car,104.454624
AP98768,California,Female,College,1044244.63,-1.2902789187598303,98.0,0,Personal Auto,Four-Door Car,941.718054
OM24164,Nevada,Male,Bachelor,219961.78,-1.2902789187598303,65.0,1,Personal Auto,Two-Door Car,468.0
HR85211,Washington,Female,Master,512317.09,1.6609084975989024,63.0,0,Personal Auto,Two-Door Car,94.030308
VC87846,Oregon,Male,High School or Below,748431.05,0.2529058762871519,96.0,0,Corporate Auto,Four-Door Car,460.8
ZM92052,Oregon,Male,Bachelor,261302.31,0.5845733858571244,67.0,0,Personal Auto,Two-Door Car,67.859881
ON73702,Arizona,Female,Bachelor,908063.97,-0.17726698213045128,114.0,0,Corporate Auto,SUV,539.843003
QQ90441,Nevada,Female,High School or Below,1377097.62,0.6537898109807262,116.0,0,Personal Auto,Four-Door Car,556.8
HU35721,Oregon,Male,High School or Below,287682.29,0.02874053742622702,73.0,0,Personal Auto,Four-Door Car,350.4
YP47665,Washington,Male,Doctor,540891.15,1.342834726169903,67.0,0,Personal Auto,Four-Door Car,95.193157
FU99476,Washington,Male,High School or Below,677030.68,1.1533761052196265,85.0,1,Personal Auto,Four-Door Car,95.338505
AG85615,Oregon,Male,College,2414387.56,-1.2902789187598303,87.0,0,Special Auto,Four-Door Car,626.4
OY74069,Arizona,Female,College,353805.95,-1.2902789187598303,67.0,5,Personal Auto,Four-Door Car,321.6
DJ91267,Nevada,Female,Bachelor,2909123.94,-0.16646422887349446,244.0,0,Personal Auto,Luxury,494.395024
KB72438,California,Female,High School or Below,1983420.12,0.8764775696089366,123.0,1,Personal Auto,SUV,115.545086
TR67616,Oregon,Male,High School or Below,473136.7,-0.28270054051369864,61.0,0,Corporate Auto,Four-Door Car,19.938981
GF65731,California,Female,Master,3553784.6,-1.2902789187598303,113.0,0,Personal Auto,Luxury,799.926741
HB67642,Arizona,Female,High School or Below,3461137.9,-0.6306214326435302,109.0,0,Personal Auto,Luxury,523.2
DP84567,California,Male,High School or Below,2021630.88,-1.2902789187598303,183.0,0,Personal Auto,Luxury,878.4
VV77534,Oregon,Male,College,1397651.93,1.241111535926583,176.0,0,Personal Auto,SUV,444.470676
GL67540,California,Female,College,590408.82,1.9082882636715854,73.0,0,Personal Auto,Four-Door Car,268.819985
SV50502,Oregon,Female,Master,559583.5,1.3099011045385116,69.0,0,Corporate Auto,Four-Door Car,331.2
UK59698,California,Female,High School or Below,229430.36,-1.2902789187598303,62.0,0,Personal Auto,Two-Door Car,297.6
OA57352,Arizona,Female,College,627391.19,-0.6803009635790186,86.0,0,Personal Auto,Four-Door Car,412.8
ZF84449,Oregon,Female,College,372672.8,-1.2902789187598303,112.0,1,Special Auto,Luxury,806.4
AX86150,Washington,Male,High School or Below,265671.31,0.7710111761094067,67.0,0,Personal Auto,Two-Door Car,101.288069
HG39060,Oregon,Male,Bachelor,511068.08,-1.2902789187598303,74.0,0,Corporate Auto,Four-Door Car,532.8
EM29359,Nevada,Male,College,712659.65,-0.7162225807921213,183.0,0,Personal Auto,Luxury,1317.6
SF57173,Oregon,Male,Master,460163.41,1.4808078847891508,114.0,0,Personal Auto,SUV,691.412378
OT47603,Oregon,Male,College,915523.97,-1.2902789187598303,127.0,0,Personal Auto,Luxury,804.811859
SW31412,Oregon,Female,College,1480805.62,0.07040829998877479,62.0,1,Personal Auto,Four-Door Car,297.6
JS36322,Arizona,Male,High School or Below,890167.84,-1.2902789187598303,136.0,1,Personal Auto,Luxury,1090.86434
RE81445,Oregon,Female,College,573459.82,1.9318967122787343,71.0,0,Personal Auto,Two-Door Car,50.587035
RM24280,Oregon,Female,High School or Below,417769.7,-1.2902789187598303,112.0,0,Personal Auto,Four-Door Car,537.6
LC25393,California,Male,Bachelor,2777628.91,1.6064350396861626,230.0,0,Personal Auto,Luxury,151.528482
UX38930,Arizona,Female,Master,1036434.75,0.6248949086520879,129.0,0,Personal Auto,SUV,347.075948
HD95496,Oregon,Male,Master,785190.14,-0.43820765122782496,66.0,0,Personal Auto,Two-Door Car,271.697529
RX24650,Oregon,Male,High School or Below,477294.38,-0.6009713226403934,133.0,0,Corporate Auto,SUV,638.4
DW19309,Oregon,Male,High School or Below,1422650.49,0.8678419340266277,177.0,0,Corporate Auto,SUV,849.6
MT41386,Washington,Male,Bachelor,287543.24,1.493088218278822,72.0,0,Personal Auto,Two-Door Car,110.484661
WZ40465,Washington,Female,Bachelor,504129.96,-0.10053131537814698,63.0,0,Personal Auto,Four-Door Car,113.534474
DB42794,California,Male,College,436293.12,0.6418049935375978,110.0,0,Personal Auto,Four-Door Car,528.0
JB50798,Oregon,Female,Master,962452.44,-0.4487477235545214,124.0,2,Corporate Auto,Luxury,595.2
IP69763,Washington,Female,College,2191440.55,1.2482367561598948,181.0,0,Personal Auto,SUV,113.609508
TE35785,California,Male,Doctor,694842.22,-1.2902789187598303,196.0,2,Personal Auto,Luxury,1337.063487
HX74855,Washington,Male,High School or Below,247152.84,1.8519432041307407,61.0,0,Personal Auto,Two-Door Car,114.273025
QN65180,Oregon,Female,Bachelor,2190391.36,-0.5595662410081059,79.0,0,Personal Auto,Four-Door Car,125.194389
GE47180,Nevada,Male,High School or Below,902882.14,0.8759850428646985,113.0,0,Personal Auto,Luxury,235.220971
VQ38776,Oregon,Female,College,530375.95,-1.2902789187598303,76.0,0,Personal Auto,Four-Door Car,395.34111
BH86846,Washington,Male,High School or Below,2070825.88,1.7331457534204981,65.0,1,Corporate Auto,Four-Door Car,114.798771
IN17648,Nevada,Male,High School or Below,512376.81,-1.2902789187598303,74.0,0,Personal Auto,Two-Door Car,772.798511
DF95759,Oregon,Male,College,949234.3,-1.2902789187598303,132.0,0,Personal Auto,SUV,633.6
QG45324,Oregon,Female,High School or Below,820486.32,-1.2902789187598303,73.0,0,Personal Auto,Four-Door Car,350.4
MN61620,Arizona,Female,College,987729.57,0.934365879615061,131.0,4,Personal Auto,Luxury,168.517149
YH86390,California,Female,Bachelor,481500.97,-0.456332635415789,64.0,0,Corporate Auto,Four-Door Car,307.2
FY13480,California,Male,High School or Below,627701.17,-1.2902789187598303,88.0,0,Personal Auto,Four-Door Car,633.6
YH61661,California,Male,High School or Below,826063.98,-0.19618000910919636,105.0,0,Special Auto,SUV,504.0
NL93182,Nevada,Male,Bachelor,254945.0,-1.2902789187598303,78.0,0,Corporate Auto,Four-Door Car,845.654042
LN31673,Washington,Female,College,1131808.98,-0.012237687694387345,99.0,2,Personal Auto,Four-Door Car,115.728852
WE68644,Oregon,Female,Bachelor,380392.18,-0.6229051803171325,100.0,0,Personal Auto,Luxury,668.29397
EZ30498,Oregon,Male,Bachelor,863540.35,-0.8591866770863159,117.0,0,Personal Auto,SUV,700.901632
QY74517,Oregon,Female,High School or Below,551055.9,-1.2902789187598303,73.0,0,Personal Auto,Four-Door Car,525.6
NM88660,Nevada,Male,Master,358588.41,0.32126858838740757,91.0,0,Corporate Auto,Four-Door Car,25.299
MZ82036,Nevada,Male,College,488925.28,0.10639558743444254,63.0,0,Personal Auto,Four-Door Car,375.330097
ID20929,Oregon,Male,Bachelor,275694.17,-0.3076552288884318,74.0,0,Corporate Auto,Four-Door Car,418.233667
EY50028,Nevada,Male,Doctor,328954.74,-1.2902789187598303,86.0,0,Corporate Auto,Two-Door Car,398.240791
TT82373,California,Female,Bachelor,1093717.85,-0.585965674499271,138.0,0,Personal Auto,Luxury,938.513425
OH64088,California,Male,High School or Below,737556.79,-0.19539196631841532,65.0,0,Corporate Auto,Four-Door Car,338.619869
SK97780,California,Female,Bachelor,1011077.82,-0.7730601670772042,90.0,0,Corporate Auto,Two-Door Car,339.344531
IO33050,Oregon,Female,High School or Below,511941.43,0.02867486719366193,65.0,1,Personal Auto,Four-Door Car,302.818833
XA55917,California,Female,College,853383.2,-0.43495697471585315,113.0,1,Personal Auto,SUV,619.165344
JK32620,Nevada,Male,College,222476.8,-1.2902789187598303,68.0,0,Personal Auto,Four-Door Car,326.4
RQ19236,Arizona,Male,Doctor,804280.38,0.5291477095721909,100.0,0,Personal Auto,Luxury,259.561195
QC47433,Oregon,Male,College,255443.71,-0.8811862049956202,70.0,0,Personal Auto,Four-Door Car,336.0
RA93608,Oregon,Male,Bachelor,1807394.0,0.8315262954181345,76.0,1,Personal Auto,Two-Door Car,364.8
XH97711,California,Male,Bachelor,243050.66,1.4396326489708413,61.0,0,Corporate Auto,Four-Door Car,179.161843
AU96286,Oregon,Female,Bachelor,316765.84,-1.2902789187598303,92.0,0,Corporate Auto,Four-Door Car,662.4
KC17170,Arizona,Female,Bachelor,546560.4,0.4966737795687553,68.0,0,Corporate Auto,Four-Door Car,75.501852
ZN47335,California,Male,College,1035751.42,0.9526550393844377,131.0,0,Corporate Auto,SUV,306.983596
EI46264,California,Male,High School or Below,253781.39,0.5688782002740685,65.0,2,Personal Auto,Four-Door Car,84.026848
EK87864,Arizona,Female,College,282194.72,-0.010464591415129993,70.0,0,Special Auto,Four-Door Car,139.489926
GV45403,Arizona,Male,Bachelor,775712.81,-1.2902789187598303,111.0,0,Corporate Auto,Two-Door Car,607.4459
QK31192,Arizona,Male,High School or Below,407913.27,-1.2902789187598303,114.0,0,Corporate Auto,Two-Door Car,631.124372
LU89008,Arizona,Female,College,595554.46,-1.2902789187598303,83.0,0,Personal Auto,Four-Door Car,628.023494
NS10490,Oregon,Female,Bachelor,1415861.36,1.4427519850176829,70.0,0,Personal Auto,Two-Door Car,336.0
KL98495,Nevada,Male,College,848723.8,-1.2902789187598303,74.0,0,Personal Auto,Two-Door Car,426.655599
IU96845,Arizona,Male,College,628547.69,-0.22674950236824443,80.0,0,Personal Auto,Four-Door Car,91.417923
QL93655,Oregon,Female,High School or Below,1147348.15,0.8945040484480531,95.0,0,Personal Auto,Two-Door Car,317.844812
PF40592,Washington,Female,College,494263.06,-0.5257132361208036,65.0,0,Personal Auto,Two-Door Car,118.446235
LZ34046,Oregon,Male,Bachelor,2359468.02,1.2169448903426308,66.0,0,Personal Auto,Four-Door Car,86.461582
JC80093,Washington,Male,Master,257250.66,-0.597326624733031,66.0,0,Personal Auto,Four-Door Car,118.454974
YE88490,Arizona,Female,College,538089.86,0.5271447674789557,67.0,0,Personal Auto,Four-Door Car,321.6
YC80498,California,Female,College,477055.09,-0.8646044712729356,65.0,0,Personal Auto,Two-Door Car,362.774545
AI85843,Arizona,Female,Master,675665.14,-0.1972635679465203,86.0,2,Personal Auto,Four-Door Car,221.856184
XD66024,Arizona,Female,College,593601.18,-1.2902789187598303,84.0,0,Personal Auto,Four-Door Car,980.169081
FY51713,Arizona,Female,Bachelor,357076.05,0.5540038925980764,88.0,0,Personal Auto,Four-Door Car,614.675906
PH26378,California,Male,College,601996.05,-1.2902789187598303,92.0,0,Personal Auto,Four-Door Car,662.4
WQ18638,Oregon,Male,High School or Below,542686.4,-0.5316235570516614,69.0,0,Personal Auto,Two-Door Car,331.2
KY14688,Oregon,Female,Master,273031.38,-0.10105667723866768,68.0,0,Personal Auto,Four-Door Car,145.252168
TC97762,California,Female,High School or Below,498268.14,0.4261767849101343,62.0,0,Corporate Auto,Four-Door Car,374.240783
QC87108,Oregon,Female,College,876926.68,0.3404771314126956,74.0,0,Personal Auto,Four-Door Car,355.2
CX12134,Nevada,Male,High School or Below,422061.35,-0.2240898579493584,110.0,0,Personal Auto,Two-Door Car,528.0
SM73248,Arizona,Male,High School or Below,1153750.51,-1.2902789187598303,86.0,1,Corporate Auto,Two-Door Car,619.2
CK19789,California,Female,Master,588718.2,0.7708798356442765,73.0,0,Personal Auto,Four-Door Car,80.669257
